User,Weight-based,Calisthenics,Low-impact,Yoga,Pilates,Barre,Mobility,Flexibility,Core,Road Running ,Treadmill Running,Track Running,HIIT,Circuit,CrossFit,Cycling,Skipping,Swimming,Elliptical ,Rowing ,Stair Climb
160,0.9,0.7,0.6,0.1,0.3,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.9,0.7,0.7,0.8,0.6,0.5,0.5,0.4,0.7
161,0.9,0.7,0.7,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.9
162,0.9,0.7,0.6,0.1,0.2,0.2,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.7,0.6,0.9,0.8,0.6
163,0.9,0.8,0.6,0.1,0.2,0.3,0.4,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.8,0.9,0.6
164,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.9,0.9,0.9
165,0.9,0.9,0.7,0.4,0.2,0.3,0.4,0.4,0.4,0.6,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
166,0.9,0.9,0.7,0.1,0.2,0.5,0.3,0.4,0.5,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.5,0.6,0.9,0.9
167,0.9,0.8,0.7,0.1,0.3,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
168,0.9,0.8,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
169,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.5,0.4,0.9
170,0.9,0.7,0.6,0.1,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.7,0.4,0.6
171,0.9,0.7,0.6,0.1,0.2,0.3,0.3,0.2,0.3,0.5,0.5,0.7,0.9,0.7,0.7,0.7,0.7,0.5,0.5,0.4,0.7
172,0.9,0.8,0.6,0.1,0.2,0.3,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.6,0.6,0.9,0.9,0.9
173,0.9,0.8,0.6,0.1,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.8
174,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.7,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.6
175,0.9,0.9,0.7,0.4,0.3,0.4,0.4,0.2,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
176,0.9,0.7,0.7,0.4,0.5,0.4,0.4,0.2,0.4,0.5,0.5,0.7,0.6,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
177,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.7,0.7,0.5,0.7,0.9,0.9
178,0.9,0.7,0.6,0.1,0.3,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.9,0.7,0.7,0.8,0.6,0.5,0.5,0.4,0.9
179,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.4,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.5,0.4,0.7
180,0.9,0.9,0.7,0.1,0.3,0.4,0.3,0.3,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
181,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.6,0.6,0.9,0.5,0.7
182,0.9,0.8,0.6,0.1,0.2,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.5,0.5,0.9
183,0.9,0.9,0.7,0.1,0.2,0.3,0.4,0.4,0.4,0.6,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.7,0.9,0.9
184,0.9,0.8,0.6,0.1,0.2,0.4,0.4,0.4,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.8,0.9,0.6
185,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.7
186,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.7,0.5,0.8,0.9,0.9
187,0.9,0.7,0.6,0.1,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.8,0.4,0.8
188,0.9,0.7,0.6,0.1,0.2,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.7,0.5,0.7,0.5,0.8
189,0.9,0.8,0.7,0.1,0.4,0.5,0.3,0.3,0.4,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.6,0.5,0.6,0.4,0.9
190,0.9,0.7,0.7,0.4,0.5,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.9,0.7,0.7,0.8,0.6,0.5,0.9,0.9,0.9
191,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.6
192,0.9,0.8,0.6,0.1,0.2,0.3,0.4,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.6
193,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.6,0.4,0.6
194,0.9,0.8,0.7,0.1,0.3,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.5,0.5,0.6,0.8,0.9
195,0.9,0.9,0.7,0.1,0.4,0.4,0.3,0.2,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.5,0.5,0.9,0.9,0.9
196,0.9,0.7,0.6,0.1,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.7,0.6,0.9,0.8,0.7
197,0.9,0.9,0.6,0.1,0.2,0.3,0.3,0.4,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.5,0.4,0.6
198,0.9,0.8,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
199,0.9,0.7,0.7,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.6,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
200,0.9,0.7,0.6,0.1,0.2,0.3,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.7,0.6,0.5,0.6,0.4,0.9
201,0.9,0.7,0.6,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
202,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.6,0.4,0.9
203,0.9,0.7,0.7,0.4,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.6,0.6,0.9,0.9,0.9
204,0.9,0.8,0.6,0.1,0.2,0.3,0.4,0.4,0.3,0.6,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.7,0.7
205,0.9,0.9,0.6,0.1,0.2,0.3,0.3,0.4,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.7,0.6,0.5,0.6,0.9,0.9
206,0.9,0.8,0.7,0.4,0.5,0.5,0.4,0.2,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
207,0.9,0.7,0.6,0.4,0.5,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.6,0.9,0.6,0.9
208,0.9,0.8,0.7,0.4,0.2,0.3,0.4,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
209,0.9,0.8,0.7,0.1,0.2,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.8,0.9,0.9
210,0.9,0.8,0.7,0.1,0.5,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.5,0.5,0.9,0.9,0.9
211,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.7,0.7,0.6,0.9,0.9,0.6
212,0.9,0.8,0.6,0.4,0.4,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.5,0.6,0.9,0.9,0.9
213,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.8
214,0.9,0.8,0.7,0.1,0.5,0.5,0.3,0.2,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.6,0.5,0.9,0.9,0.9
215,0.9,0.8,0.7,0.4,0.2,0.5,0.3,0.3,0.4,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.7,0.5,0.9,0.9,0.9
216,0.9,0.8,0.7,0.1,0.2,0.5,0.3,0.4,0.4,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.7,0.5,0.6,0.9,0.9
217,0.9,0.7,0.6,0.1,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.7,0.6,0.8,0.8,0.7
218,0.9,0.7,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.7
219,0.9,0.7,0.7,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
220,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.6,0.9,0.6,0.6
221,0.9,0.9,0.7,0.1,0.2,0.3,0.4,0.4,0.3,0.5,0.5,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.8,0.9,0.9
222,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.7,0.5,0.8,0.9,0.9
223,0.9,0.9,0.7,0.1,0.3,0.5,0.3,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.8,0.9,0.9
224,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.6,0.9,0.9,0.6
225,0.9,0.7,0.6,0.1,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.7,0.6,0.7,0.4,0.6
226,0.9,0.8,0.6,0.1,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.5,0.6,0.9,0.9,0.9
227,0.9,0.7,0.6,0.1,0.2,0.4,0.3,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.7,0.7,0.5,0.5,0.4,0.6
228,0.9,0.7,0.6,0.1,0.2,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.8,0.4,0.8
229,0.9,0.8,0.6,0.4,0.2,0.2,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.8
230,0.9,0.8,0.7,0.1,0.2,0.5,0.3,0.3,0.4,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.7,0.5,0.7,0.8,0.8
231,0.9,0.7,0.6,0.1,0.3,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.5,0.5,0.5,0.4,0.9
232,0.9,0.8,0.7,0.4,0.3,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
233,0.9,0.7,0.7,0.4,0.5,0.5,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.9
234,0.9,0.9,0.7,0.1,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
235,0.9,0.9,0.6,0.1,0.2,0.3,0.4,0.3,0.3,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
236,0.9,0.7,0.6,0.4,0.2,0.2,0.4,0.2,0.3,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.6
237,0.9,0.9,0.6,0.1,0.2,0.3,0.4,0.3,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
238,0.9,0.9,0.7,0.1,0.2,0.5,0.3,0.4,0.5,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.5,0.7,0.9,0.9
239,0.9,0.7,0.6,0.4,0.5,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.6,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
240,0.9,0.7,0.6,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.5,0.5,0.9,0.9,0.9
241,0.9,0.7,0.7,0.1,0.3,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
242,0.9,0.8,0.6,0.1,0.2,0.2,0.4,0.3,0.3,0.7,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.6
243,0.9,0.8,0.6,0.1,0.2,0.2,0.4,0.3,0.3,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.7,0.9,0.8
244,0.9,0.8,0.7,0.1,0.5,0.5,0.3,0.2,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.5,0.5,0.8,0.9,0.9
245,0.9,0.9,0.6,0.1,0.2,0.4,0.3,0.4,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.5,0.4,0.8
246,0.9,0.7,0.7,0.4,0.5,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.6,0.5,0.9,0.9,0.9
247,0.9,0.7,0.6,0.1,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.7,0.5,0.5,0.7,0.5,0.9
248,0.9,0.9,0.7,0.4,0.2,0.3,0.4,0.3,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
249,0.9,0.8,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.7
250,0.9,0.7,0.6,0.1,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.7,0.4,0.9
251,0.9,0.7,0.6,0.4,0.5,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
252,0.9,0.7,0.6,0.1,0.4,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.6,0.4,0.9
253,0.9,0.9,0.6,0.1,0.2,0.4,0.3,0.4,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.6,0.8,0.8
254,0.9,0.7,0.6,0.4,0.4,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
255,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.7,0.7,0.6,0.9,0.9,0.8
256,0.9,0.8,0.7,0.4,0.3,0.5,0.3,0.2,0.5,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
257,0.9,0.9,0.7,0.4,0.2,0.4,0.4,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
258,0.9,0.7,0.7,0.4,0.5,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.9,0.7,0.7,0.8,0.7,0.5,0.9,0.9,0.9
259,0.9,0.8,0.7,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.5,0.5,0.7,0.6,0.9
260,0.9,0.7,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.7
261,0.9,0.7,0.7,0.4,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
262,0.9,0.7,0.6,0.1,0.2,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.8,0.5,0.9
263,0.9,0.8,0.6,0.4,0.2,0.2,0.4,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
264,0.9,0.7,0.6,0.4,0.5,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.6,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
265,0.9,0.8,0.6,0.1,0.2,0.5,0.3,0.3,0.3,0.5,0.5,0.7,0.9,0.8,0.7,0.8,0.7,0.5,0.6,0.4,0.7
266,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.7,0.8,0.9
267,0.9,0.7,0.6,0.1,0.3,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.6,0.5,0.8,0.4,0.9
268,0.9,0.7,0.6,0.4,0.3,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.9
269,0.9,0.8,0.7,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
270,0.9,0.9,0.7,0.4,0.2,0.4,0.4,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
271,0.9,0.7,0.6,0.1,0.3,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
272,0.9,0.7,0.6,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.6,0.4,0.9
273,0.9,0.7,0.6,0.1,0.2,0.4,0.3,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.7,0.7,0.6,0.6,0.4,0.6
274,0.9,0.7,0.6,0.1,0.3,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.9,0.7,0.7,0.8,0.6,0.5,0.6,0.4,0.7
275,0.9,0.8,0.7,0.4,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
276,0.9,0.7,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.9
277,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.5,0.5,0.5,0.7,0.6,0.8,0.7,0.8,0.6,0.5,0.9,0.9,0.9
278,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.6,0.8,0.9,0.9
279,0.9,0.8,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.7
280,0.9,0.8,0.6,0.1,0.2,0.4,0.3,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.6
281,0.9,0.9,0.7,0.1,0.2,0.4,0.4,0.4,0.4,0.5,0.5,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
282,0.9,0.8,0.7,0.1,0.4,0.4,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.5,0.9,0.9,0.9
283,0.9,0.7,0.7,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
284,0.9,0.7,0.6,0.4,0.4,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.5,0.6,0.9,0.9,0.9
285,0.9,0.8,0.7,0.4,0.5,0.5,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.9,0.9,0.9
286,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.4,0.5,0.5,0.7,0.9,0.8,0.7,0.7,0.7,0.5,0.5,0.4,0.9
287,0.9,0.8,0.7,0.4,0.2,0.3,0.4,0.2,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.7,0.6,0.9,0.9,0.7
288,0.9,0.7,0.7,0.4,0.4,0.5,0.4,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.9
289,0.9,0.7,0.6,0.1,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.8,0.5,0.8
290,0.9,0.8,0.7,0.4,0.2,0.3,0.4,0.2,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
291,0.9,0.8,0.7,0.4,0.3,0.4,0.4,0.2,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
292,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.8,0.7,0.7,0.8,0.6,0.6,0.9,0.9,0.9
293,0.9,0.7,0.6,0.4,0.2,0.3,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.6
294,0.9,0.7,0.7,0.1,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
295,0.9,0.7,0.6,0.4,0.5,0.5,0.3,0.2,0.3,0.5,0.5,0.7,0.6,0.7,0.7,0.8,0.5,0.5,0.9,0.9,0.9
296,0.9,0.9,0.7,0.4,0.2,0.3,0.4,0.4,0.3,0.7,0.7,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.6
297,0.9,0.7,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.8,0.7,0.7,0.8,0.7,0.6,0.9,0.9,0.7
298,0.9,0.8,0.6,0.1,0.2,0.3,0.4,0.3,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.8,0.9,0.6
299,0.9,0.7,0.6,0.4,0.4,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.9,0.9,0.9
300,0.9,0.7,0.6,0.1,0.3,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.9,0.9,0.9
301,0.9,0.9,0.7,0.1,0.2,0.5,0.3,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.8,0.9,0.9
302,0.9,0.9,0.7,0.1,0.2,0.4,0.3,0.4,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.7,0.7,0.5,0.7,0.9,0.9
303,0.9,0.8,0.6,0.1,0.2,0.4,0.4,0.4,0.3,0.6,0.6,0.7,0.9,0.8,0.7,0.7,0.7,0.6,0.8,0.9,0.7
304,0.9,0.8,0.7,0.4,0.4,0.5,0.3,0.3,0.5,0.5,0.5,0.7,0.8,0.8,0.7,0.8,0.7,0.5,0.9,0.9,0.9
305,0.9,0.8,0.7,0.4,0.4,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.6,0.6,0.9,0.9,0.9
306,0.9,0.7,0.6,0.4,0.4,0.4,0.4,0.2,0.3,0.6,0.6,0.7,0.9,0.7,0.7,0.8,0.6,0.6,0.9,0.5,0.7
307,0.9,0.8,0.6,0.4,0.2,0.2,0.4,0.2,0.3,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.9,0.9,0.6
308,0.9,0.8,0.6,0.1,0.2,0.2,0.4,0.2,0.3,0.5,0.5,0.7,0.6,0.8,0.7,0.7,0.7,0.6,0.9,0.9,0.9
309,0.9,0.7,0.6,0.4,0.2,0.4,0.4,0.2,0.3,0.5,0.5,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.9,0.9,0.9
